Zone,Transport,Station,Passenger,"Date, Time"
6,Train,Sandvika,9291,2025-01-18 06:52 PM
8,Train,Skøyen,4621,2025-01-13 06:07 PM
2,Train,Sandvika,4202,2025-01-27 11:57 AM
11,Tram,Ullevål Stadion,7969,2025-01-08 11:54 AM
6,Metro,Jernbanetorget,14845,2025-01-20 09:14 PM
18,Tram,Ullevål Stadion,10751,2025-01-18 02:06 PM
12,Bus,Sinsen,2339,2025-01-19 08:51 PM
3,Bus,Grünerløkka,2882,2025-01-04 08:49 AM
2,Metro,Storo,5179,2025-01-31 07:55 AM
8,Metro,Storo,1206,2025-01-07 06:36 PM
4,Tram,Majorstuen,13290,2025-01-08 04:30 PM
12,Tram,Ullevål Stadion,9569,2025-01-30 02:58 PM
19,Metro,Jernbanetorget,7775,2025-01-21 06:17 AM
17,Bus,Grorud,4134,2025-01-22 11:13 AM
12,Bus,Sinsen,6426,2025-01-04 06:32 AM
20,Metro,Nationaltheatret,10798,2025-01-06 04:51 PM
1,Tram,Røa,3578,2025-01-01 02:14 PM
17,Metro,Storo,12069,2025-01-03 04:43 PM
10,Bus,Lambertseter,2737,2025-01-01 07:13 PM
11,Tram,Røa,12347,2025-01-10 09:19 AM
7,Bus,Helsfyr,13624,2025-01-18 05:58 PM
15,Train,Sandvika,1275,2025-01-15 12:01 PM
6,Bus,Grorud,9843,2025-01-09 10:26 AM
7,Metro,Nationaltheatret,945,2025-01-14 06:13 PM
3,Train,Lillestrøm,13176,2025-01-07 06:40 PM
20,Bus,Sinsen,6399,2025-01-31 10:53 PM
15,Metro,Furuset,14492,2025-01-09 12:50 PM
9,Tram,Stortinget,6159,2025-01-31 06:30 PM
12,Metro,Nationaltheatret,7708,2025-01-19 12:24 PM
2,Metro,Nationaltheatret,8867,2025-01-09 06:02 PM
19,Train,Oslo S,8249,2025-01-03 04:09 PM
8,Tram,Stortinget,6286,2025-01-25 01:57 PM
19,Metro,Nationaltheatret,9844,2025-01-14 12:31 PM
11,Tram,Tøyen,4585,2025-01-18 03:44 PM
11,Tram,Tøyen,9692,2025-01-04 01:07 PM
13,Bus,Lambertseter,13445,2025-01-15 03:11 PM
20,Metro,Jernbanetorget,5029,2025-01-12 02:20 PM
18,Tram,Majorstuen,3284,2025-01-18 08:58 AM
15,Tram,Stortinget,4468,2025-01-19 09:33 AM
1,Metro,Furuset,12924,2025-01-09 10:49 PM
1,Metro,Jernbanetorget,6659,2025-01-26 10:30 AM
9,Tram,Majorstuen,4642,2025-01-21 09:06 PM
13,Train,Oslo S,926,2025-01-28 04:31 PM
9,Bus,Grorud,1692,2025-01-23 07:03 AM
19,Bus,Grünerløkka,7483,2025-01-22 02:29 PM
16,Metro,Jernbanetorget,4999,2025-01-14 10:14 PM
6,Bus,Grorud,11088,2025-01-18 06:36 PM
2,Metro,Storo,10785,2025-01-10 11:46 AM
2,Metro,Storo,5070,2025-01-08 03:06 PM
20,Bus,Sinsen,14851,2025-01-05 09:28 AM
5,Train,Lillestrøm,7089,2025-01-10 09:10 AM
17,Bus,Grorud,1159,2025-01-04 04:34 PM
11,Tram,Stortinget,3896,2025-01-21 09:06 AM
9,Bus,Sinsen,3422,2025-01-15 05:49 PM
6,Tram,Ullevål Stadion,2171,2025-01-07 12:09 PM
20,Train,Oslo S,10407,2025-01-10 02:40 PM
17,Metro,Storo,9827,2025-01-16 09:09 AM
19,Tram,Røa,4957,2025-01-04 12:56 PM
5,Bus,Grünerløkka,8597,2025-01-10 08:39 PM
3,Metro,Furuset,2843,2025-01-16 11:33 AM
11,Metro,Jernbanetorget,3504,2025-01-04 08:16 PM
7,Bus,Helsfyr,1016,2025-01-05 08:25 AM
13,Train,Lillestrøm,10842,2025-01-30 07:51 AM
17,Metro,Nationaltheatret,10523,2025-01-04 05:54 PM
7,Bus,Sinsen,10283,2025-01-21 12:45 PM
11,Metro,Furuset,14534,2025-01-07 07:24 PM
2,Tram,Tøyen,14196,2025-01-13 06:15 PM
20,Train,Lillestrøm,13107,2025-01-24 12:04 PM
2,Train,Lillestrøm,12947,2025-01-19 05:48 PM
17,Bus,Lambertseter,7109,2025-01-10 09:49 PM
5,Tram,Røa,5397,2025-01-07 09:15 AM
2,Tram,Ullevål Stadion,4658,2025-01-04 05:37 PM
20,Metro,Jernbanetorget,2069,2025-01-28 09:35 PM
10,Tram,Røa,14924,2025-01-16 12:22 PM
14,Tram,Majorstuen,3988,2025-01-22 09:27 AM
15,Tram,Stortinget,4987,2025-01-26 08:34 PM
17,Metro,Furuset,4859,2025-01-31 12:22 PM
5,Metro,Storo,13303,2025-01-11 04:59 PM
12,Train,Lillestrøm,14010,2025-01-21 09:06 AM
4,Bus,Bislett,1297,2025-01-14 06:31 AM
13,Train,Skøyen,5232,2025-01-19 08:23 PM
20,Train,Oslo S,1069,2025-01-21 09:51 AM
7,Train,Skøyen,4057,2025-01-28 10:32 PM
19,Train,Oslo S,1144,2025-01-05 07:21 AM
16,Train,Sandvika,7446,2025-01-02 04:39 PM
19,Metro,Jernbanetorget,6964,2025-01-18 11:03 AM
14,Bus,Grorud,14417,2025-01-24 04:59 PM
2,Train,Oslo S,5970,2025-01-14 06:26 PM
10,Bus,Grorud,12266,2025-01-08 11:22 AM
12,Bus,Grünerløkka,3364,2025-01-18 10:30 AM
18,Train,Sandvika,2835,2025-01-15 09:58 PM
18,Bus,Sinsen,5063,2025-01-18 06:33 PM
4,Train,Sandvika,14344,2025-01-07 08:38 AM
10,Bus,Sinsen,8466,2025-01-17 06:24 PM
7,Train,Lillestrøm,3417,2025-01-11 03:05 PM
14,Train,Skøyen,5090,2025-01-31 07:05 AM
9,Train,Skøyen,7850,2025-01-22 08:32 AM
3,Metro,Jernbanetorget,4637,2025-01-15 04:35 PM
6,Train,Lillestrøm,13254,2025-01-16 09:39 PM
9,Tram,Majorstuen,4707,2025-01-10 07:33 AM
14,Bus,Bislett,7575,2025-01-24 12:01 PM
9,Metro,Storo,9731,2025-01-10 03:34 PM
4,Bus,Lambertseter,9848,2025-01-15 07:06 AM
8,Tram,Majorstuen,2122,2025-01-26 06:24 PM
11,Train,Oslo S,6084,2025-01-21 10:57 AM
6,Train,Lillestrøm,1957,2025-01-28 12:03 PM
7,Train,Skøyen,5574,2025-01-13 10:52 AM
2,Train,Oslo S,14503,2025-01-13 06:44 AM
2,Bus,Sinsen,14718,2025-01-17 01:48 PM
4,Metro,Nationaltheatret,11351,2025-01-18 10:32 PM
10,Train,Lillestrøm,11884,2025-01-23 12:19 PM
7,Train,Oslo S,9293,2025-01-13 11:51 AM
18,Train,Skøyen,5726,2025-01-09 09:15 PM
11,Train,Sandvika,10804,2025-01-09 08:14 PM
18,Bus,Sinsen,6365,2025-01-24 06:54 PM
13,Bus,Grünerløkka,583,2025-01-20 03:01 PM
7,Train,Oslo S,14404,2025-01-20 12:04 PM
18,Tram,Røa,12184,2025-01-06 06:43 AM
1,Train,Sandvika,13974,2025-01-01 01:25 PM
2,Metro,Furuset,7289,2025-01-04 04:50 PM
5,Bus,Lambertseter,9434,2025-01-06 05:05 PM
20,Tram,Stortinget,9367,2025-01-23 02:35 PM
17,Train,Skøyen,5372,2025-01-03 08:28 AM
9,Bus,Bislett,13035,2025-01-30 08:00 AM
6,Train,Sandvika,6344,2025-01-06 05:09 PM
6,Tram,Tøyen,7553,2025-01-13 08:23 AM
2,Tram,Tøyen,14942,2025-01-11 08:52 AM
5,Train,Lillestrøm,3859,2025-01-15 12:06 PM
16,Train,Sandvika,8389,2025-01-21 05:33 PM
12,Bus,Grorud,11286,2025-01-03 10:25 AM
6,Tram,Ullevål Stadion,6509,2025-01-26 04:36 PM
20,Bus,Grorud,7099,2025-01-05 08:58 AM
7,Train,Oslo S,9207,2025-01-30 04:44 PM
17,Tram,Tøyen,11462,2025-01-06 03:36 PM
7,Train,Oslo S,3826,2025-01-24 07:29 AM
11,Train,Skøyen,5080,2025-01-20 10:37 AM
10,Bus,Grünerløkka,13578,2025-01-04 08:34 PM
12,Bus,Sinsen,11914,2025-01-03 07:27 AM
6,Tram,Ullevål Stadion,11991,2025-01-17 03:18 PM
8,Metro,Jernbanetorget,12257,2025-01-01 03:25 PM
19,Metro,Jernbanetorget,3623,2025-01-27 08:16 PM
4,Metro,Nationaltheatret,4558,2025-01-26 10:42 AM
4,Metro,Jernbanetorget,6463,2025-01-09 06:54 PM
13,Tram,Ullevål Stadion,11100,2025-01-20 02:57 PM
15,Bus,Lambertseter,4555,2025-01-24 06:45 PM
7,Train,Skøyen,6942,2025-01-28 01:20 PM
16,Bus,Helsfyr,7542,2025-01-06 08:37 AM
13,Bus,Lambertseter,11758,2025-01-18 12:46 PM
12,Train,Oslo S,2899,2025-01-15 10:27 PM
15,Bus,Sinsen,9492,2025-01-03 06:55 PM
10,Tram,Tøyen,11015,2025-01-15 07:30 PM
19,Bus,Grünerløkka,8357,2025-01-22 10:25 AM
18,Train,Skøyen,5302,2025-01-12 11:00 AM
20,Tram,Røa,6115,2025-01-05 09:05 AM
15,Bus,Bislett,9831,2025-01-21 04:48 PM
20,Tram,Ullevål Stadion,11207,2025-01-04 07:21 PM
6,Metro,Jernbanetorget,8907,2025-01-13 09:48 AM
5,Train,Sandvika,7110,2025-01-24 06:19 AM
15,Tram,Tøyen,9520,2025-01-02 01:56 PM
13,Train,Sandvika,12333,2025-01-26 06:41 AM
20,Train,Lillestrøm,12654,2025-01-12 10:13 PM
2,Train,Lillestrøm,2811,2025-01-15 07:09 PM
5,Bus,Sinsen,4908,2025-01-15 06:46 PM
2,Tram,Tøyen,4637,2025-01-01 01:26 PM
12,Tram,Stortinget,2316,2025-01-21 01:11 PM
20,Train,Sandvika,9086,2025-01-16 09:43 AM
14,Train,Lillestrøm,6747,2025-01-13 01:18 PM
17,Metro,Furuset,9196,2025-01-17 04:51 PM
5,Metro,Storo,4019,2025-01-30 10:55 AM
17,Bus,Grorud,11566,2025-01-10 11:56 AM
2,Train,Oslo S,8955,2025-01-13 06:47 PM
8,Metro,Nationaltheatret,11933,2025-01-21 10:35 PM
6,Metro,Nationaltheatret,11598,2025-01-25 05:06 PM
6,Train,Sandvika,6968,2025-01-31 10:48 AM
6,Tram,Majorstuen,3146,2025-01-15 10:46 PM
15,Bus,Sinsen,1429,2025-01-08 09:17 PM
16,Metro,Storo,1572,2025-01-24 01:49 PM
2,Tram,Røa,13076,2025-01-30 11:55 AM
18,Bus,Bislett,2672,2025-01-28 05:21 PM
15,Train,Skøyen,3922,2025-01-04 01:33 PM
17,Metro,Furuset,10215,2025-01-24 12:28 PM
3,Tram,Ullevål Stadion,4812,2025-01-19 08:59 AM
5,Tram,Majorstuen,1891,2025-01-09 04:29 PM
12,Train,Sandvika,11331,2025-01-04 08:31 AM
9,Tram,Ullevål Stadion,906,2025-01-30 08:06 AM
18,Train,Lillestrøm,8800,2025-01-11 09:48 PM
7,Tram,Tøyen,3393,2025-01-14 03:31 PM
12,Metro,Storo,4079,2025-01-30 01:11 PM
15,Tram,Røa,10061,2025-01-20 08:20 PM
2,Bus,Sinsen,14677,2025-01-10 08:32 AM
8,Tram,Røa,13567,2025-01-31 01:19 PM
15,Bus,Lambertseter,3227,2025-01-23 07:38 PM
5,Metro,Furuset,1545,2025-01-15 06:42 PM
7,Bus,Lambertseter,6713,2025-01-23 06:51 PM
13,Tram,Stortinget,5648,2025-01-25 09:08 PM
18,Metro,Jernbanetorget,6035,2025-01-15 04:05 PM
20,Tram,Majorstuen,7825,2025-01-22 03:24 PM
19,Train,Lillestrøm,4483,2025-01-01 12:43 PM
20,Metro,Nationaltheatret,10398,2025-01-13 06:22 PM
12,Bus,Bislett,12633,2025-01-19 06:41 PM
16,Bus,Sinsen,12134,2025-01-08 02:12 PM
1,Bus,Lambertseter,7304,2025-01-14 12:24 PM
9,Tram,Tøyen,11812,2025-01-27 03:29 PM
18,Bus,Grünerløkka,8241,2025-01-21 07:55 AM
18,Metro,Storo,14603,2025-01-12 12:59 PM
16,Tram,Ullevål Stadion,7875,2025-01-26 05:17 PM
17,Metro,Furuset,14960,2025-01-03 12:58 PM
8,Bus,Lambertseter,10009,2025-01-21 08:22 PM
8,Metro,Furuset,12296,2025-01-10 05:14 PM
1,Metro,Furuset,2179,2025-01-12 07:23 PM
3,Bus,Sinsen,8413,2025-01-01 11:24 AM
2,Tram,Røa,3850,2025-01-06 01:13 PM
7,Tram,Ullevål Stadion,10788,2025-01-26 06:46 AM
5,Tram,Majorstuen,12519,2025-01-25 03:15 PM
17,Train,Oslo S,1539,2025-01-31 09:48 AM
15,Metro,Jernbanetorget,11156,2025-01-07 07:47 AM
11,Tram,Ullevål Stadion,1575,2025-01-19 02:50 PM
1,Tram,Ullevål Stadion,9987,2025-01-08 12:00 PM
1,Tram,Ullevål Stadion,1975,2025-01-31 07:04 PM
1,Train,Sandvika,6894,2025-01-24 12:09 PM
16,Metro,Jernbanetorget,2209,2025-01-19 07:00 AM
19,Metro,Jernbanetorget,4201,2025-01-28 03:35 PM
4,Bus,Grorud,8988,2025-01-17 05:59 PM
9,Metro,Jernbanetorget,9608,2025-01-05 06:50 PM
10,Train,Oslo S,8635,2025-01-21 07:57 AM
18,Tram,Røa,6967,2025-01-23 10:38 PM
20,Train,Sandvika,13005,2025-01-04 08:05 AM
5,Tram,Røa,10100,2025-01-10 11:54 AM
20,Tram,Ullevål Stadion,9923,2025-01-13 11:27 AM
13,Tram,Stortinget,3318,2025-01-21 06:21 PM
17,Train,Skøyen,8134,2025-01-01 08:33 AM
20,Tram,Røa,12564,2025-01-26 10:34 PM
16,Bus,Bislett,7233,2025-01-06 09:30 PM
13,Tram,Røa,8341,2025-01-31 02:35 PM
17,Bus,Grünerløkka,948,2025-01-07 10:49 AM
6,Train,Sandvika,3940,2025-01-04 04:47 PM
1,Metro,Jernbanetorget,3120,2025-01-07 08:17 AM
17,Bus,Helsfyr,588,2025-01-04 03:21 PM
11,Train,Oslo S,10082,2025-01-04 08:55 AM
3,Train,Oslo S,10741,2025-01-19 06:45 PM
17,Metro,Storo,5546,2025-01-20 09:44 AM
3,Train,Sandvika,882,2025-01-27 04:28 PM
15,Metro,Nationaltheatret,8210,2025-01-10 07:03 AM
19,Metro,Nationaltheatret,10156,2025-01-18 07:09 AM
1,Train,Skøyen,6618,2025-01-03 05:30 PM
18,Bus,Grünerløkka,9950,2025-01-29 08:37 AM
9,Metro,Jernbanetorget,7286,2025-01-11 06:49 PM
3,Metro,Storo,3352,2025-01-23 05:32 PM
3,Bus,Sinsen,6328,2025-01-26 01:57 PM
18,Bus,Sinsen,4177,2025-01-19 02:31 PM
15,Train,Sandvika,585,2025-01-06 02:44 PM
9,Metro,Storo,9180,2025-01-11 01:04 PM
4,Bus,Grorud,9585,2025-01-22 12:29 PM
15,Metro,Storo,12002,2025-01-26 05:46 PM
2,Train,Oslo S,10804,2025-01-07 09:37 PM
18,Metro,Nationaltheatret,1807,2025-01-23 03:35 PM
4,Train,Lillestrøm,10123,2025-01-31 02:18 PM
3,Train,Sandvika,1899,2025-01-29 03:01 PM
12,Metro,Storo,6606,2025-01-08 11:42 AM
5,Metro,Storo,7047,2025-01-28 04:25 PM
16,Bus,Grorud,4998,2025-01-14 06:40 AM
3,Tram,Tøyen,953,2025-01-12 11:14 AM
4,Bus,Grorud,14829,2025-01-09 01:54 PM
20,Bus,Grorud,13316,2025-01-18 12:12 PM
16,Bus,Lambertseter,12495,2025-01-22 04:38 PM
13,Train,Skøyen,7634,2025-01-29 02:17 PM
19,Tram,Stortinget,3675,2025-01-11 03:29 PM
5,Bus,Sinsen,10422,2025-01-15 06:24 PM
2,Metro,Storo,6896,2025-01-20 09:48 PM
4,Train,Lillestrøm,14779,2025-01-11 06:26 PM
7,Metro,Jernbanetorget,13313,2025-01-31 02:58 PM
17,Metro,Jernbanetorget,7149,2025-01-09 02:09 PM
10,Bus,Bislett,10346,2025-01-16 08:44 PM
16,Metro,Nationaltheatret,5827,2025-01-27 10:53 PM
18,Tram,Ullevål Stadion,9158,2025-01-24 02:53 PM
5,Metro,Nationaltheatret,3652,2025-01-02 10:54 AM
5,Train,Lillestrøm,13519,2025-01-03 02:47 PM
12,Bus,Grünerløkka,2580,2025-01-15 11:53 AM
15,Bus,Sinsen,7270,2025-01-24 01:09 PM
16,Bus,Grünerløkka,8314,2025-01-11 10:01 PM
19,Tram,Majorstuen,6073,2025-01-03 10:48 AM
3,Train,Sandvika,13064,2025-01-17 07:53 AM
18,Metro,Jernbanetorget,12950,2025-01-15 12:50 PM
16,Bus,Lambertseter,5751,2025-01-10 08:15 AM
10,Bus,Lambertseter,3981,2025-01-22 06:06 PM
6,Tram,Ullevål Stadion,6973,2025-01-28 01:36 PM
18,Train,Oslo S,8150,2025-01-11 09:43 AM
14,Train,Oslo S,9725,2025-01-09 12:36 PM
8,Metro,Furuset,5103,2025-01-11 08:57 AM
15,Metro,Storo,9852,2025-01-31 09:45 AM
13,Tram,Ullevål Stadion,1285,2025-01-20 11:54 AM
6,Tram,Røa,13999,2025-01-23 06:08 PM
14,Bus,Lambertseter,13737,2025-01-25 08:56 PM
12,Train,Oslo S,3952,2025-01-19 03:15 PM
14,Tram,Tøyen,2577,2025-01-19 06:37 PM
20,Train,Lillestrøm,9208,2025-01-03 02:14 PM
8,Tram,Røa,13332,2025-01-31 10:22 AM
8,Metro,Nationaltheatret,12944,2025-01-15 10:35 PM
20,Tram,Tøyen,10116,2025-01-05 02:29 PM
5,Metro,Nationaltheatret,4625,2025-01-17 02:52 PM
12,Metro,Jernbanetorget,14893,2025-01-10 04:16 PM
6,Train,Sandvika,14245,2025-01-18 08:35 PM
17,Train,Sandvika,13132,2025-01-18 06:30 AM
9,Metro,Storo,1139,2025-01-14 08:09 AM
5,Train,Skøyen,691,2025-01-30 08:28 PM
1,Train,Lillestrøm,1604,2025-01-03 07:28 PM
7,Train,Lillestrøm,12182,2025-01-14 05:17 PM
6,Train,Lillestrøm,2400,2025-01-18 04:53 PM
14,Tram,Stortinget,3631,2025-01-25 08:18 AM
11,Metro,Furuset,8037,2025-01-20 05:41 PM
5,Bus,Bislett,4454,2025-01-27 08:17 AM
17,Bus,Lambertseter,11916,2025-01-17 09:03 AM
5,Train,Oslo S,2840,2025-01-07 05:19 PM
16,Metro,Storo,11026,2025-01-09 09:46 AM
18,Bus,Grünerløkka,1544,2025-01-23 08:01 PM
19,Train,Lillestrøm,8232,2025-01-14 07:32 PM
9,Tram,Ullevål Stadion,9355,2025-01-31 06:27 AM
20,Bus,Lambertseter,12147,2025-01-25 03:19 PM
19,Tram,Stortinget,11531,2025-01-27 04:22 PM
15,Bus,Grünerløkka,11256,2025-01-16 08:44 PM
14,Tram,Tøyen,13036,2025-01-11 10:13 AM
8,Bus,Helsfyr,14268,2025-01-17 01:42 PM
9,Tram,Ullevål Stadion,1526,2025-01-14 04:05 PM
17,Train,Skøyen,8434,2025-01-14 02:11 PM
2,Tram,Stortinget,14472,2025-01-11 07:39 PM
6,Tram,Tøyen,8355,2025-01-27 12:21 PM
4,Bus,Grünerløkka,11744,2025-01-27 06:49 PM
11,Bus,Grorud,775,2025-01-15 06:14 AM
19,Metro,Furuset,5759,2025-01-04 06:18 PM
4,Bus,Helsfyr,13096,2025-01-12 08:54 PM
7,Metro,Nationaltheatret,4519,2025-01-19 07:09 PM
1,Bus,Helsfyr,2370,2025-01-05 04:22 PM
7,Train,Sandvika,6755,2025-01-13 03:53 PM
20,Metro,Nationaltheatret,14398,2025-01-05 11:21 AM
10,Metro,Furuset,13601,2025-01-10 09:37 PM
5,Tram,Røa,11995,2025-01-13 06:40 PM
9,Tram,Stortinget,2586,2025-01-29 10:41 PM
8,Metro,Jernbanetorget,10883,2025-01-05 03:27 PM
6,Bus,Lambertseter,4073,2025-01-24 07:17 AM
3,Tram,Majorstuen,7898,2025-01-25 09:57 PM
13,Train,Lillestrøm,3185,2025-01-17 09:43 PM
15,Train,Skøyen,5072,2025-01-19 06:40 PM
18,Metro,Furuset,13173,2025-01-14 07:23 PM
4,Train,Lillestrøm,4182,2025-01-23 01:16 PM
20,Metro,Furuset,9511,2025-01-26 09:37 AM
18,Train,Sandvika,11557,2025-01-21 03:24 PM
2,Tram,Ullevål Stadion,7379,2025-01-23 02:25 PM
3,Metro,Nationaltheatret,14084,2025-01-29 09:49 AM
15,Bus,Grünerløkka,12255,2025-01-18 10:37 AM
17,Bus,Grünerløkka,13105,2025-01-01 05:15 PM
6,Train,Oslo S,4312,2025-01-27 08:54 AM
3,Train,Oslo S,14510,2025-01-06 01:56 PM
10,Train,Skøyen,14514,2025-01-16 02:00 PM
9,Train,Skøyen,6234,2025-01-06 07:00 PM
13,Bus,Bislett,3076,2025-01-14 10:47 AM
20,Tram,Ullevål Stadion,2678,2025-01-20 04:19 PM
8,Metro,Nationaltheatret,3852,2025-01-13 11:03 AM
14,Train,Sandvika,8101,2025-01-11 11:34 AM
10,Train,Lillestrøm,14768,2025-01-17 07:56 AM
19,Metro,Jernbanetorget,1315,2025-01-14 07:07 PM
16,Train,Lillestrøm,2114,2025-01-16 06:39 PM
2,Tram,Stortinget,8662,2025-01-31 03:53 PM
17,Train,Sandvika,2804,2025-01-22 06:49 AM
9,Train,Oslo S,9959,2025-01-29 10:17 PM
14,Metro,Nationaltheatret,9860,2025-01-09 08:38 AM
12,Train,Oslo S,11068,2025-01-28 08:43 PM
13,Tram,Tøyen,7576,2025-01-02 10:33 PM
6,Bus,Bislett,14219,2025-01-16 03:42 PM
10,Train,Oslo S,14349,2025-01-09 09:41 PM
6,Train,Skøyen,12380,2025-01-12 06:01 PM
14,Train,Oslo S,6276,2025-01-01 12:07 PM
13,Tram,Tøyen,5365,2025-01-25 10:03 PM
11,Train,Skøyen,2677,2025-01-31 01:21 PM
16,Bus,Grorud,11812,2025-01-27 01:38 PM
17,Train,Lillestrøm,6754,2025-01-10 01:32 PM
5,Train,Skøyen,9674,2025-01-16 10:32 PM
4,Tram,Røa,4773,2025-01-14 02:54 PM
16,Metro,Storo,11740,2025-01-17 09:40 AM
7,Train,Skøyen,5939,2025-01-02 07:53 AM
10,Tram,Tøyen,6769,2025-01-23 08:36 PM
13,Metro,Nationaltheatret,11194,2025-01-05 09:51 PM
8,Metro,Nationaltheatret,7744,2025-01-21 01:19 PM
11,Train,Sandvika,13196,2025-01-22 07:57 AM
1,Train,Sandvika,6700,2025-01-01 02:10 PM
11,Bus,Helsfyr,7674,2025-01-21 02:57 PM
6,Tram,Røa,10850,2025-01-01 07:42 PM
19,Train,Lillestrøm,12212,2025-01-02 04:07 PM
1,Bus,Grünerløkka,7744,2025-01-01 04:35 PM
13,Metro,Furuset,14571,2025-01-18 08:12 PM
12,Tram,Stortinget,7515,2025-01-20 06:28 PM
5,Bus,Lambertseter,5400,2025-01-23 10:40 AM
20,Metro,Furuset,1668,2025-01-23 08:10 PM
2,Tram,Røa,4806,2025-01-06 09:25 PM
18,Metro,Furuset,4506,2025-01-11 10:03 AM
7,Metro,Storo,1645,2025-01-25 09:08 AM
16,Tram,Majorstuen,12007,2025-01-30 11:23 AM
1,Metro,Furuset,4610,2025-01-08 04:18 PM
14,Bus,Helsfyr,4286,2025-01-14 02:52 PM
12,Bus,Bislett,6372,2025-01-25 06:44 AM
3,Tram,Stortinget,2709,2025-01-28 02:50 PM
12,Tram,Tøyen,10895,2025-01-12 07:36 PM
15,Train,Sandvika,13201,2025-01-25 04:56 PM
17,Train,Skøyen,9400,2025-01-13 12:00 PM
19,Train,Lillestrøm,4951,2025-01-17 01:48 PM
14,Metro,Storo,13842,2025-01-30 10:03 AM
15,Train,Oslo S,13929,2025-01-19 04:24 PM
18,Tram,Tøyen,8474,2025-01-28 01:50 PM
18,Metro,Storo,6777,2025-01-28 11:35 AM
7,Metro,Nationaltheatret,2055,2025-01-20 06:45 AM
14,Train,Oslo S,5975,2025-01-19 01:14 PM
5,Tram,Stortinget,2133,2025-01-28 10:06 PM
8,Metro,Nationaltheatret,9993,2025-01-25 05:08 PM
17,Train,Oslo S,9337,2025-01-11 10:30 AM
3,Train,Skøyen,1838,2025-01-27 07:32 PM
19,Metro,Storo,11745,2025-01-17 08:43 AM
8,Train,Oslo S,14327,2025-01-05 02:23 PM
20,Train,Oslo S,10271,2025-01-27 05:57 PM
1,Bus,Helsfyr,3010,2025-01-02 10:12 PM
12,Train,Sandvika,1356,2025-01-12 10:27 AM
3,Tram,Stortinget,9780,2025-01-24 08:00 PM
17,Train,Lillestrøm,6023,2025-01-21 09:47 PM
12,Metro,Nationaltheatret,4140,2025-01-19 05:26 PM
18,Tram,Ullevål Stadion,14829,2025-01-30 08:00 AM
6,Tram,Majorstuen,9183,2025-01-18 08:32 PM
8,Metro,Furuset,10293,2025-01-03 04:34 PM
6,Tram,Tøyen,8857,2025-01-24 10:12 PM
9,Metro,Storo,13327,2025-01-28 03:34 PM
11,Train,Sandvika,11224,2025-01-21 05:07 PM
19,Bus,Grünerløkka,7665,2025-01-23 03:38 PM
6,Tram,Røa,12432,2025-01-03 08:26 AM
13,Metro,Jernbanetorget,1787,2025-01-24 04:56 PM
10,Tram,Tøyen,3954,2025-01-09 09:46 AM
7,Bus,Bislett,13897,2025-01-13 07:38 AM
3,Tram,Tøyen,3028,2025-01-05 09:24 PM
14,Tram,Stortinget,10787,2025-01-09 01:03 PM
20,Train,Oslo S,1219,2025-01-02 07:44 AM
5,Metro,Storo,9006,2025-01-27 12:42 PM
5,Metro,Storo,5891,2025-01-01 10:59 PM
3,Metro,Furuset,3367,2025-01-23 09:43 PM
12,Metro,Furuset,6346,2025-01-23 10:48 AM
7,Tram,Ullevål Stadion,9092,2025-01-15 10:00 PM
12,Bus,Sinsen,8909,2025-01-12 08:28 PM
11,Tram,Stortinget,8869,2025-01-08 02:45 PM
15,Bus,Bislett,5026,2025-01-21 10:07 AM
1,Bus,Lambertseter,5243,2025-01-04 02:45 PM
14,Train,Sandvika,11109,2025-01-11 09:59 AM
12,Bus,Lambertseter,5222,2025-01-10 07:07 AM
7,Metro,Jernbanetorget,13372,2025-01-25 03:02 PM
10,Metro,Jernbanetorget,7098,2025-01-07 06:15 AM
7,Bus,Grünerløkka,11017,2025-01-17 08:04 PM
15,Bus,Grorud,13794,2025-01-30 01:21 PM
17,Train,Sandvika,9416,2025-01-29 04:37 PM
19,Metro,Nationaltheatret,2670,2025-01-16 07:30 PM
6,Bus,Grünerløkka,14322,2025-01-09 10:33 AM
3,Bus,Helsfyr,13723,2025-01-26 07:21 AM
9,Tram,Røa,2607,2025-01-11 11:37 AM
11,Tram,Ullevål Stadion,8716,2025-01-19 07:32 AM
1,Metro,Jernbanetorget,9679,2025-01-27 09:41 AM
8,Train,Skøyen,11715,2025-01-27 04:57 PM
15,Tram,Stortinget,9850,2025-01-24 08:03 PM
7,Tram,Majorstuen,761,2025-01-05 10:27 AM
14,Tram,Majorstuen,7847,2025-01-13 09:38 AM
12,Metro,Jernbanetorget,2889,2025-01-23 07:07 AM
4,Metro,Storo,6406,2025-01-24 07:55 AM
13,Train,Lillestrøm,14303,2025-01-26 04:28 PM
19,Train,Sandvika,9914,2025-01-11 10:03 AM
20,Tram,Stortinget,14753,2025-01-22 06:53 AM
13,Metro,Jernbanetorget,11065,2025-01-14 12:27 PM
7,Tram,Stortinget,13063,2025-01-08 07:45 AM
6,Tram,Tøyen,4710,2025-01-11 10:12 PM
16,Train,Sandvika,7775,2025-01-28 05:06 PM
10,Train,Skøyen,13217,2025-01-06 06:30 AM
7,Tram,Stortinget,5748,2025-01-29 10:51 AM
10,Bus,Grorud,4325,2025-01-06 10:33 PM
15,Train,Sandvika,2745,2025-01-10 05:17 PM
15,Tram,Tøyen,7175,2025-01-07 12:10 PM
2,Train,Sandvika,4922,2025-01-16 09:32 AM
